Exp_name,Enemy,Gen,Best,Mean,Std
neat,3,gen-0:,60.72395621057903,2.9272562908417807,14.08019930330822
neat,3,gen-1:,69.18171459359345,3.208572016539449,14.251521564299878
neat,3,gen-2:,75.23154239933419,3.006053062819667,14.361593316388088
neat,3,gen-3:,68.21028693815336,3.367356743577183,14.334073309015828
neat,3,gen-4:,65.8615785183483,3.0047466224217607,14.01866266624585
neat,3,gen-5:,71.34178878607003,2.8861078168592704,14.23550187549428
neat,3,gen-6:,72.93467586661339,3.241885288150992,14.513942875037564
neat,3,gen-7:,68.00889831620933,3.153703348355711,14.124713922445755
neat,3,gen-8:,76.01885063010647,3.2946359687344344,14.63337773972253
neat,3,gen-9:,66.97928185202265,2.917601273178519,13.761393437048053
neat,3,gen-10:,68.1310688129705,3.293249003173122,14.19058839819563
neat,3,gen-11:,66.43974631338666,2.927102154739657,13.934400066757709
neat,3,gen-12:,71.74831947028966,3.1944323015325664,14.456473659798617
neat,3,gen-13:,68.37037590657255,3.0764542196900804,14.198282546897598
neat,3,gen-14:,65.60394933688838,3.141435549280465,14.22008591768907
neat,3,gen-15:,68.57856911688722,2.9997919406811886,13.9886044304803
neat,3,gen-16:,66.47955937546514,3.399724022520603,14.421202810740876
neat,3,gen-17:,63.55038952674487,3.7126712917098295,14.530610663236248
neat,3,gen-18:,66.43223532929633,5.336783786966843,16.367776208130696
neat,3,gen-19:,67.64224199877225,7.356509064237418,16.85861450293033
neat,3,gen-20:,70.15532757881111,10.319189902472,18.135086918618185
neat,3,gen-21:,75.93627956964716,12.462888919406218,19.092307914517644
neat,3,gen-22:,74.2583344297397,15.97290827259825,19.65792938718306
neat,3,gen-23:,77.94875495040006,16.798377110631797,20.67284218018316
neat,3,gen-24:,82.35575721733895,19.26688789068073,21.59200411330155
neat,3,gen-25:,82.36120131211031,21.152687564268938,21.95467218525957
neat,3,gen-26:,82.9718892842878,23.99472824915739,22.08412125057824
neat,3,gen-27:,84.51695829146394,23.77313826590488,23.0523130120709
neat,3,gen-28:,85.56707101293023,26.741926962462024,23.57736271144247
neat,3,gen-29:,85.75153969395302,26.53129068713371,22.87579513312192
neat,3,gen-30:,87.58295088597941,28.60367484432463,23.680120489099465
neat,3,gen-31:,87.26184127165558,27.75767518953593,24.29347811561412
neat,3,gen-32:,85.83880217897854,29.71212829227436,24.740872909548663
neat,3,gen-33:,86.45793028498976,28.06105658644424,24.471125147044024
neat,3,gen-34:,87.09574517191923,29.720564665815925,25.109512889426387
neat,3,gen-35:,85.17641462472092,31.37934052087932,25.217838942649124
neat,3,gen-36:,87.31122640531986,32.21526971611285,25.44225665438332
neat,3,gen-37:,87.40763161351026,34.174268246042416,26.13750908607788
neat,3,gen-38:,87.23563549538817,34.52503147549048,26.270984117400207
neat,3,gen-39:,87.8417975184352,33.453462295823726,26.02360446059525
neat,3,gen-40:,87.3688507638088,35.940553759302865,26.157621597954098
neat,3,gen-41:,88.29883647500175,36.34712310314616,26.071537286944988
neat,3,gen-42:,88.09193732491313,37.05167367326025,26.598669841284952
neat,3,gen-43:,88.08085866429545,36.12015910063541,27.265229698348907
neat,3,gen-44:,87.86896335642874,36.846942682474726,26.34655700210285
neat,3,gen-45:,87.90156732606894,35.764359020699885,26.904323909496465
neat,3,gen-46:,88.4262453981292,37.93154844606421,28.125864885593074
neat,3,gen-47:,88.87093742807697,38.86816734429015,28.134979040361173
neat,3,gen-48:,88.50873830799966,37.10218316648228,27.58032288436777
neat,3,gen-49:,88.58544160264815,39.5202694794074,26.8569160708429
neat,6,gen-0:,48.28024949530941,-0.1326864931362305,10.189076829254672
neat,6,gen-1:,58.963818569252105,-0.2425507271297951,10.491085446445098
neat,6,gen-2:,50.946671870526885,-0.3091647746262108,9.921967038258902
neat,6,gen-3:,65.72247982980633,-0.0446605794966092,11.022115009449788
neat,6,gen-4:,60.43120763561065,0.2430411613578208,10.966719057783251
neat,6,gen-5:,62.31112685022339,0.0228419962234399,10.885803221797984
neat,6,gen-6:,61.269173272160096,-0.0909738620558889,10.761226194779942
neat,6,gen-7:,59.57423856220712,-0.1605977713041035,10.453516665031136
neat,6,gen-8:,51.10625616397757,-0.1788741752953395,10.229936285149924
neat,6,gen-9:,61.45382274443793,-0.0295452704709951,10.76815539692822
neat,6,gen-10:,61.44696570084184,0.1387668795771869,11.026300602502602
neat,6,gen-11:,51.19427196767469,-0.2366646651662868,10.14821722259282
neat,6,gen-12:,55.45482665799049,-0.2217601248074125,10.348365281243058
neat,6,gen-13:,57.236939703583225,-0.1504624308610569,10.740361675451036
neat,6,gen-14:,54.996216270445935,-0.2331231662671453,10.099766212847364
neat,6,gen-15:,61.06738261713461,-0.115856883350996,10.684196579951347
neat,6,gen-16:,57.24877497729036,-0.1494992556121248,10.393571233586172
neat,6,gen-17:,54.29684513445082,0.3966634202581172,10.897792697838693
neat,6,gen-18:,56.75616644223101,0.5105493824455389,11.174140709043954
neat,6,gen-19:,66.69580981940388,1.3914271432204948,12.386281870323982
neat,6,gen-20:,59.94912342022707,3.311405698565114,13.90391363834118
neat,6,gen-21:,62.24910017059973,4.558708538862804,14.674398415855729
neat,6,gen-22:,61.87074700808888,6.625991036881536,15.604335918892978
neat,6,gen-23:,67.28893148323894,7.983900678032614,16.31225601402708
neat,6,gen-24:,68.53004221593736,8.79239735022022,16.97254890296394
neat,6,gen-25:,73.08323520475521,10.881129341178562,18.50957790659859
neat,6,gen-26:,74.99016431513706,12.575938529310031,18.78876616246265
neat,6,gen-27:,79.69265760862739,12.465103995784654,19.09297719488117
neat,6,gen-28:,74.95140048468198,12.845256313905365,18.905809332882693
neat,6,gen-29:,75.60361389321808,14.44536886977303,19.83264002981026
neat,6,gen-30:,78.31107640937526,14.721729480340448,19.97857451778381
neat,6,gen-31:,79.43461917721872,15.00492914970872,20.18183669405115
neat,6,gen-32:,76.5359652421078,15.365325314173193,19.919144365577942
neat,6,gen-33:,76.12570645362048,15.78832147210548,20.01356733360924
neat,6,gen-34:,79.97855928169686,15.309924979419929,20.51700159281532
neat,6,gen-35:,82.84945553740431,15.845646366261724,21.000428973759096
neat,6,gen-36:,79.0496708088447,15.152115563452249,20.73331368511856
neat,6,gen-37:,78.94646441987605,17.41183642892926,20.84444430780391
neat,6,gen-38:,81.59883787385317,17.04782912378882,21.408111216002965
neat,6,gen-39:,82.70238348104652,16.076847198890412,21.3225131743464
neat,6,gen-40:,82.29726381768155,17.06351772571549,21.80247954747705
neat,6,gen-41:,85.61175524666973,16.689561046484826,21.59231763178437
neat,6,gen-42:,82.90561425551157,16.445798877038513,21.475081582909453
neat,6,gen-43:,82.7138436955434,15.732580231292722,21.053233247925736
neat,6,gen-44:,85.09755977896508,16.759055313452365,22.00105874725955
neat,6,gen-45:,81.32412737181205,15.674033069295197,20.963266136238907
neat,6,gen-46:,80.66273906154323,15.827567659492642,20.698433917984943
neat,6,gen-47:,80.50136353377337,16.304284728110737,20.87589918297336
neat,6,gen-48:,81.32094868392231,16.438908446860875,21.45146989415637
neat,6,gen-49:,81.4284442398849,15.0136446430698,20.351007909946613
neat,8,gen-0:,88.03665249164914,6.060026416636644,21.64563428052348
neat,8,gen-1:,89.19677268366833,5.452032597867104,20.600917738037555
neat,8,gen-2:,90.34361939920278,5.529870612356672,21.17649382142853
neat,8,gen-3:,89.92601636397845,5.498810447269254,21.4330920564576
neat,8,gen-4:,89.85856175089053,5.7117504846388245,21.41895063793905
neat,8,gen-5:,90.11685367974265,5.827058151702506,21.79526147209484
neat,8,gen-6:,90.14162391304174,5.852442958501936,21.91089908427048
neat,8,gen-7:,90.40616787715663,5.580518072328715,21.440948585023826
neat,8,gen-8:,90.45211554250696,5.70678222741766,21.44557617148013
neat,8,gen-9:,90.85437092079808,6.109245944760363,22.110306174325185
neat,8,gen-10:,90.3542665408088,5.977023946944514,21.738656177604
neat,8,gen-11:,89.43434077155943,6.044139975817073,22.092095584732625
neat,8,gen-12:,90.6726499161472,5.4890199643694935,21.033188886758342
neat,8,gen-13:,90.03215107767379,5.750436008689952,21.765932889225475
neat,8,gen-14:,89.58204240626274,5.68312468413976,21.57338843163283
neat,8,gen-15:,90.25397462857134,5.332600408250976,20.785345435179764
neat,8,gen-16:,90.15338334174646,6.496521885620887,22.26478547725329
neat,8,gen-17:,90.7743760481928,11.461700976359934,26.575983440801085
neat,8,gen-18:,91.05875872855542,17.60634000078122,30.53700913963155
neat,8,gen-19:,90.90770448364724,23.63457798146053,32.62232903019151
neat,8,gen-20:,90.88725919016412,30.36228233928833,34.0901862692096
neat,8,gen-21:,91.77822971242982,31.41557407794263,35.88365618629795
neat,8,gen-22:,91.8345058179966,34.941470502648755,36.034677116046986
neat,8,gen-23:,91.44450884715104,34.817558839113055,36.308000620211615
neat,8,gen-24:,91.8251703097572,37.45425601234452,36.12644520377176
neat,8,gen-25:,91.91256792229572,40.67212854802942,36.17911797741415
neat,8,gen-26:,91.9217025787508,38.98750806197802,36.73240530426584
neat,8,gen-27:,91.8413907472672,42.87485549868367,36.15824385244572
neat,8,gen-28:,91.95547772288656,40.02469704844486,36.32056952552938
neat,8,gen-29:,92.04232350209438,40.38250643117488,36.20329243670785
neat,8,gen-30:,92.20001081113315,40.899043278481,36.38132802778295
neat,8,gen-31:,92.0857957045461,44.98059007538606,36.79532606620787
neat,8,gen-32:,92.05091001990064,42.05264172695263,36.492278304104346
neat,8,gen-33:,91.82909586695354,42.856311625901206,36.30448261129585
neat,8,gen-34:,92.01047205333208,44.11571863190384,36.71125637269536
neat,8,gen-35:,92.14417600645204,43.03426404841251,36.914921407591095
neat,8,gen-36:,92.1524220751584,46.34821539147688,36.40614129707003
neat,8,gen-37:,92.30438748756328,42.07695566920758,36.49726736059085
neat,8,gen-38:,92.49702099477162,45.78519424005366,37.44722971131014
neat,8,gen-39:,92.49023299784228,44.1018567674299,37.88626956313058
neat,8,gen-40:,92.4466836467154,44.500161440219735,36.79608100018022
neat,8,gen-41:,91.88936329880636,45.38617309505481,36.72921148495964
neat,8,gen-42:,92.2384528477143,44.84429234291933,37.09570908201799
neat,8,gen-43:,92.30315403473163,43.556578187751626,36.47891142054053
neat,8,gen-44:,92.46938201857223,44.09849171668676,36.5693826191362
neat,8,gen-45:,92.47617642825362,45.153701639398,36.44052229420588
neat,8,gen-46:,92.43590818381088,44.30285817870365,36.50259723251521
neat,8,gen-47:,92.38160089622004,43.69137241605996,36.606645987695
neat,8,gen-48:,92.23458166690124,44.03835806810883,36.331529744989936
neat,8,gen-49:,92.09180184932497,41.07945734634612,35.95526576472043
